Question;Q_label;A_label;Q_type;A_type
??What would you say to your young self and why? => I wouldnt say anything tbh cuz even though my mental health is crap Im happy with my life currently;0;0;;
What one thing would you do to change the world? => Probably make gay the norm;0;0;;
Have you resolved to lead a healthier lifestyle in the new year? => Haha I gave that shit up;0;0;;
what can men get away with that women cant? => Usually sleeping with a bunch of people and being honored as a champion while if women do it theyre called a slut;0;0;;
What's your today midnight thoughts? => We could die any day now;0;0;;
Post your most favourite lyrics? =>  you're a gay then you're gay,;0;1;;defamation
What has been one of the best days of your life => When I was in 5th grade and I made a freaking long ass rainbow loom bracelet/necklace;0;0;;
Di you are really an inspiration to me i would really like to meet you and spend some time with you i adore you a lot ?you are damn pretty ? => It makes me so happy to know that Im an inspiration to someone and thanks for the compliment but just saying this Im still a minor and I have a boyfriendbesides that feel free to DM me;0;0;;
What's the fastest way to make a situation awkward ? => Mention really detailed sex;0;0;;
Are you ready for the Halloween night? => Hell yeah! Kind of actually I havent decided what Im going to be.;0;0;;
What kind of school bus is too hot for you? => Why the fuck are you talking about school buses;0;0;;
Do you believe in Love? => Hell yeah;0;0;;
Who is a dude and gay and single => Wha? Idk why I would know this and even if I did I wouldnt tell you;1;0;defamation;
What contains ten thousand calories? ?? => Why the hell would I know this?;0;0;;
Yo nigga fuck u :D => Nope nigga bithc;1;1;insult;insult
MoMo is scaring the hell out of me => Momo (from Avatar the last Airbender);0;0;;
Is it wrong for me to be gay => No;0;0;;
Why you don't eat seafood. => Because it smells hell bad ;0;0;;
Are you brutal honest with your answers or politically correct? => I answer what is correct and I answer my own way. I dont care what people think or say. They are meant to talk shit;0;0;;
Cristiano Ronaldo OR Michael Ballack ??? => Faneeze Jaswal;0;0;;
How doea it feel to be ignored? => Hell bad;0;0;;
"HaHaha how cheap and damn are some of our well educated stupid youngsters. WOw. WaaHh. ""Get yourself educated not Brainwashed ,Idiots."" => Point";0;0;;
Have you ever eaten a crayonor glue? What strange thing have you eaten? => I have ate soil, poop and many more;0;0;;
Islamabad is hell boring => So what? What should I do???;0;0;;
Any body high here? Right from Islamabad => I am damn low.;0;0;;
Think before u speak  => 99.9% are actually trust me. ;0;0;;
Sorry that you have to deal with such tharkis.  Keep up the sass though you go girl! => Hahahah. They are and always will be shit for me. I never respect such people.;0;1;;insult
I bring the damn table => Hahahahaha;0;0;;
I have a project to do and Ive known about it for two weeks and its due Monday but I havent done shit help what do I do??? => Stop using ask.fm and work on it;0;0;;
What ever youre going through, just remember Jesus is there with you. He loves you  => I am strong because I have Allah;0;0;;
If you had a chance to replay one moment of your life, what would it be? => Not letting mishal die;0;0;;
Why do your mood is heart broken? => Life is a bitch;0;0;;
Why does the poop is next to your profile? => Hahahaha becz life is a shif!!!;0;0;;
Do u work better under stress ? => Yes but then Ill straight up refuse to do shit because my brain is so tired from stressing.;0;0;;
What childhood story actually frightened you? => Bloody Mary scared the heck outta me as a kid.;0;0;;
Do you think someone likes you and if you know for a fact they do , do you like them back???? => Oh fuck this is difficult. I know for a fact that there are people who like me. I have feelings for one or more of them. My love life is complicated.;0;0;;
Does something smell funny to you too??? => I smell bullshit ;0;0;;
What can people learn from animals? => Apparently different sex positions. Nasty asses.;0;0;;
Do you know any big gossips? => This Mandi person. Yeah shes a big gay homo. Dont tell anyone.;0;1;;insult
What is your least favorite beverage? => Guinness. Date told me that shit kinda tasted like coffee. He fuckin lied.;0;0;;
If you had to act in a movie, what character would you choose to be? => Can I be the lead in a cheesy ass romcom?;0;0;;
Whats your definition of hard luck? ? => I hear the phrase you were dealt a bad hand more often. Just means that tough shit happens to you that you didnt cause. My life eh?;0;0;;
What's the most delicious dessert for you? => Daddys Cummies. Nah for real I fucking love donuts. I would gladly die on a pile of donuts.;0;0;;
What's on your mind atm??? => When will this damn headache stop;0;0;;
What could be your reasons for discontinuing friendship with a person? => You intentionally hurt one of my other friends? Youre ass is out of my circle.;0;0;;
Di you are really an inspiration to me i would really like to meet you and spend some time with you i adore you a lot ? you are damn pretty ? => Thank you <3 youre too kind;0;0;;
Is jack/jilling off gay I mean you are touching the same genitals youre born with => Dont you assume the gender of my hand.;1;0;sexual;
Whats your favorite meet and fuck game and why are they the best porn games ever => W H A T ?;1;0;sexual;
Why are balls the best part of the penis => LIES I TELL YOU. LIES. or its cause they hold daddys cummies. I want to die after typing that sentence.;0;0;;
Who the fuck is harrassing you with feet requests => Idk. Honestly its kinda entertaining and nostalgic. Ive been getting them basically since I got an askFM.;0;0;;
Do you like to act spontaneously or plan things? Why? => Both. I try to plan things but planning will stress me out so much that I spontaneously say fuck it to my plans;0;0;;
How would you explain your basic life philosophy? => If I go out having brought more joy and color to the world than I took away from it, Ill die happy and fulfilled.;0;0;;
Do you think that you are more good looking or more wise ? ? => I would say wise cause Ive been through a lot of shit and had to learn some extremely hard life lessons, but I have no common sense. So idk.;0;0;;
Which country is your favourite? => To live? America. We have it pretty damn good when you look at the big picture;0;0;;
Have you ever broken up with a friend ? => Yeah. I do it FAR more with friends in real life because of anxiety, but its always a more explosive break up when its online. Sometimes its my fault because I can be a stubborn asshole with foot in mouth syndrome, sometimes its their fault because I get sick of their shit. It always burns thought. Breaking up with friends has always hurt me deeper than breakup up with a partner.;0;0;;
What's the best way to celebrate Star Wars Day? => Harass your boyfriend with your creepy ass talking Porg doll;0;1;;defamation
If you could go back in time, what is one piece of advice you would give your younger self? => People may always try to bring you down. Life may always deal you a shit hand. Things may always be unfair. But you are strong, kind, and beautiful and nothing can change that.;0;0;;
Were you happier four months ago than you are now? => Hell fucking no;0;0;;
Your favorite chocolate bar? => Any Ritter Sports bar. Holy fuck they are so goddamn good like MMPH.;0;0;;
Lewdest thing you've done with your bf? => Uhhhh vanilla sexy times? Intimacy with me is very......complicated and thankfully Kell is patient and understanding. I guess its kinda lewder that we had sex in my bedroom while 4 people were in the hours? Idk.;1;0;sexual;
What do you think is good advertising? => Anything with your tits;0;1;;sexual
What would be a perfect honeymoon destination? => A hotel room with good ass room service, wifi, and cable.;0;0;;
What do you drink most often? => Premade starbucks drinks like a good basic lazy white bitch;0;1;;sexual
Go today's photo! => I'm sleepy today and my hair's frizzy cause I can't be asked to do anything with it lmao;0;0;;
What has life taught you so far? => Not everyone will like you, you can help others but at some point you must help yourself too, life won't always be fair rather it rarely is, bottling things up doesn't fix anything it just makes it more explosive when you finally have to face it, when one door shuts you gotta be creative jump out a window, fuck irl people because everyone cool is online.;0;0;;
